'1', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '331', '757', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '142', '90', '0.63', '0.04', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'2022', '0', 'transmission_control', 'web', 'Conexion_establecida', '2451', '322', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '171', '255', '1.00', '0.00', '0.01', '0.03', '0.00', '0.00', '0.00', '0.00'
'2023', '0', 'transmission_control', 'web', 'Conexion_rechazada', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '1.00', '1.00', '1.00', '0.00', '1.00', '36', '255', '1.00', '0.00', '0.03', '0.14', '0.00', '0.00', '0.28', '0.88'
'2024', '0', 'transmission_control', 'web', 'Conexion_establecida', '2507', '304', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '251', '0.98', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2025', '0', 'transmission_control', 'web', 'Conexion_establecida', '744', '299', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '13', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '49', '255', '1.00', '0.00', '0.02', '0.05', '0.00', '0.00', '0.00', '0.00'
'2026', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '59', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.15', '242', '130', '0.50', '0.02', '0.50', '0.02', '0.00', '0.00', '0.00', '0.00'
'2027', '2', 'transmission_control', 'email_out', 'Conexion_establecida', '336', '1512', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '40', '167', '0.90', '0.05', '0.03', '0.01', '0.00', '0.00', '0.00', '0.00'
'2028', '0', 'transmission_control', 'web', 'Conexion_establecida', '1330', '275', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '19', '255', '1.00', '0.00', '0.05', '0.08', '0.00', '0.00', '0.00', '0.00'
'2029', '0', 'transmission_control', 'web', 'Conexion_establecida', '317', '227', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '14', '14', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2030', '0', 'transmission_control', 'web', 'Conexion_establecida', '194', '272', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '37', '37', '1.00', '0.00', '0.03', '0.00', '0.00', '0.00', '0.00', '0.00'
'2031', '0', 'transmission_control', 'web', 'Conexion_establecida', '3918', '282', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '5', '255', '1.00', '0.00', '0.20', '0.03', '0.00', '0.00', '0.00', '0.00'
'2032', '116', 'transmission_control', 'email_out', 'Conexion_establecida', '1385', '11446', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '52', '176', '1.00', '0.00', '0.02', '0.01', '0.00', '0.00', '0.00', '0.00'
'2033', '0', 'transmission_control', 'web', 'Conexion_establecida', '749', '344', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '33', '37', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.05', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2034', '0', 'transmission_control', 'web', 'Conexion_establecida', '22780', '319', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '22', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2035', '0', 'transmission_control', 'web', 'Conexion_establecida', '445', '248', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '12', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '44', '255', '1.00', '0.00', '0.02', '0.06', '0.00', '0.00', '0.00', '0.00'
'2036', '0', 'transmission_control', 'web', 'Conexion_establecida', '304', '238', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '30', '255', '1.00', '0.00', '0.03', '0.04', '0.00', '0.00', '0.00', '0.00'
'2037', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '960', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '158', '51', '0.32', '0.04', '0.32', '0.00', '0.00', '0.00', '0.00', '0.00'
'2038', '0', 'transmission_control', 'web', 'Conexion_establecida', '725', '242', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2039', '0', 'transmission_control', 'web', 'Conexion_establecida', '317', '303', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2040', '11', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '255', '242', '0.95', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'2041', '1', 'transmission_control', 'email_out', 'Conexion_establecida', '332', '929', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '1.00', '94', '158', '0.77', '0.04', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'2042', '0', 'transmission_control', 'web', 'Conexion_establecida', '2127', '222', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '19', '255', '1.00', '0.00', '0.05', '0.02', '0.00', '0.00', '0.00', '0.00'
'2043', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '19', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.11', '255', '254', '1.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2044', '0', 'transmission_control', 'web', 'Conexion_establecida', '4193', '225', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2045', '0', 'transmission_control', 'web', 'Conexion_establecida', '3730', '219', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.20', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2046', '0', 'transmission_control', 'web', 'Conexion_establecida', '310', '308', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '56', '255', '1.00', '0.00', '0.02', '0.05', '0.02', '0.00', '0.00', '0.00'
'2047', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '42', '42', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '6', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.18', '255', '239', '0.94', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'2048', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '748', '0', '0', '0', '0', '0', '1', '0', '0', '0', '9', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '45', '32', '0.16', '0.04', '0.16', '0.09', '0.00', '0.00', '0.00', '0.00'
'2049', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '327', '1032', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '97', '0.38', '0.03', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2050', '0', 'transmission_control', 'web', 'Conexion_establecida', '5506', '191', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '24', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.08', '134', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'2051', '0', 'transmission_control', 'web', 'Conexion_establecida', '11077', '291', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '24', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.17', '34', '249', '1.00', '0.00', '0.03', '0.03', '0.00', '0.00', '0.00', '0.00'
'2052', '0', 'transmission_control', 'web', 'Conexion_establecida', '1307', '211', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '67', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'2053', '0', 'transmission_control', 'web', 'Conexion_establecida', '2239', '303', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.40', '255', '238', '0.93', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2054', '0', 'transmission_control', 'web', 'Conexion_establecida', '280', '229', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '11', '16', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.19', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2055', '0', 'transmission_control', 'web', 'Conexion_establecida', '5599', '358', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '59', '255', '1.00', '0.00', '0.02', '0.04', '0.00', '0.00', '0.00', '0.00'
'2056', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '34', '34', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.67', '255', '250', '0.98', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00', '0.00'
'2057', '0', 'transmission_control', 'web', 'Conexion_establecida', '14949', '290', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '28', '255', '1.00', '0.00', '0.04', '0.04', '0.00', '0.00', '0.00', '0.00'
'2058', '0', 'transmission_control', 'web', 'Conexion_establecida', '10280', '254', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '15', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '15', '255', '1.00', '0.00', '0.07', '0.01', '0.00', '0.00', '0.00', '0.00'
'2059', '0', 'transmission_control', 'web', 'Conexion_establecida', '2146', '288', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.29', '7', '255', '1.00', '0.00', '0.14', '0.03', '0.00', '0.00', '0.00', '0.00'
'2060', '0', 'transmission_control', 'web', 'Conexion_establecida', '5280', '249', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2061', '0', 'transmission_control', 'web', 'Conexion_establecida', '2176', '270', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '11', '255', '1.00', '0.00', '0.09', '0.04', '0.00', '0.00', '0.00', '0.00'
'2062', '0', 'transmission_control', 'web', 'Conexion_establecida', '263', '258', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '32', '35', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2063', '0', 'transmission_control', 'web', 'Conexion_establecida', '4023', '181', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '8', '8', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '94', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'2064', '0', 'transmission_control', 'web', 'Conexion_establecida', '1327', '301', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '25', '25', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '70', '255', '1.00', '0.00', '0.01', '0.05', '0.00', '0.00', '0.00', '0.00'
'2065', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '328', '1696', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '55', '195', '0.73', '0.07', '0.02', '0.02', '0.00', '0.00', '0.00', '0.00'
'2066', '0', 'transmission_control', 'web', 'Conexion_establecida', '6329', '231', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18', '18', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2067', '0', 'transmission_control', 'email_out', 'Conexion_establecida', '391', '1797', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '117', '135', '0.63', '0.03', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'2068', '0', 'transmission_control', 'web', 'Conexion_establecida', '12238', '309', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '22', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.18', '79', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'2069', '0', 'transmission_control', 'web', 'Conexion_establecida', '1944', '244', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '11', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '11', '255', '1.00', '0.00', '0.09', '0.03', '0.00', '0.00', '0.00', '0.00'
'2070', '0', 'transmission_control', 'web', 'Conexion_establecida', '2394', '279', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '15', '15', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '41', '255', '1.00', '0.00', '0.02', '0.05', '0.00', '0.00', '0.00', '0.00'
'2071', '0', 'transmission_control', 'web', 'Conexion_establecida', '21335', '240', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '4', '6', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.50', '44', '255', '1.00', '0.00', '0.02', '0.04', '0.02', '0.00', '0.00', '0.00'
'2072', '0', 'transmission_control', 'web', 'Conexion_establecida', '6924', '202', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2073', '0', 'transmission_control', 'web', 'Conexion_establecida', '24229', '332', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2074', '0', 'transmission_control', 'web', 'Conexion_establecida', '32229', '211', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '25', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.12', '227', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'2075', '0', 'transmission_control', 'web', 'Conexion_establecida', '971', '171', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '238', '0.93', '0.01', '0.00', '0.00', '0.00', '0.00', '0.05', '0.05'
'2076', '0', 'transmission_control', 'web', 'Conexion_establecida', '2280', '348', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '21', '21', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2077', '0', 'transmission_control', 'web', 'Conexion_establecida', '1366', '286', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '31', '31', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '235', '255', '1.00', '0.00', '0.00', '0.01', '0.00', '0.00', '0.00', '0.00'
'2078', '0', 'transmission_control', 'web', 'Conexion_establecida', '583', '282', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '46', '156', '1.00', '0.00', '0.02', '0.03', '0.00', '0.00', '0.00', '0.00'
'2079', '0', 'transmission_control', 'web', 'Conexion_establecida', '944', '226', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.23', '71', '255', '1.00', '0.00', '0.01', '0.02', '0.00', '0.00', '0.00', '0.00'
'2080', '0', 'transmission_control', 'web', 'Conexion_establecida', '827', '199', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '17', '0.00', '0.00', '0.00', '0.06', '1.00', '0.00', '0.18', '38', '255', '1.00', '0.00', '0.03', '0.07', '0.00', '0.00', '0.00', '0.00'
'2081', '0', 'transmission_control', 'web', 'Conexion_establecida', '869', '297', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18', '45', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.09', '55', '255', '1.00', '0.00', '0.02', '0.05', '0.00', '0.00', '0.00', '0.00'
'2082', '0', 'transmission_control', 'web', 'Conexion_establecida', '10974', '350', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '8', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.25', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2083', '0', 'user_datagram', 'dns_udp', 'Conexion_establecida', '0', '36', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '14', '14', '1.00', '0.00', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2084', '0', 'transmission_control', 'web', 'Conexion_establecida', '1484', '225', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '9', '9', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '26', '255', '1.00', '0.00', '0.04', '0.04', '0.00', '0.00', '0.00', '0.00'
'2085', '0', 'transmission_control', 'web', 'Conexion_establecida', '453', '224', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '2', '2', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2086', '0', 'transmission_control', 'web', 'Conexion_establecida', '11086', '312', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '12', '13', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.15', '123', '255', '1.00', '0.00', '0.01', '0.01', '0.00', '0.00', '0.00', '0.00'
'2087', '0', 'transmission_control', 'web', 'Conexion_establecida', '1075', '235', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '255', '254', '1.00', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2088', '0', 'transmission_control', 'web', 'Conexion_establecida', '5733', '198', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '16', '16', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '33', '255', '1.00', '0.00', '0.03', '0.09', '0.00', '0.00', '0.00', '0.00'
'2089', '0', 'transmission_control', 'web', 'Conexion_establecida', '764', '220', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.18', '77', '255', '1.00', '0.00', '0.01', '0.04', '0.00', '0.00', '0.00', '0.00'
'2090', '0', 'transmission_control', 'authentication', 'Conexion_establecida', '38', '9', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '194', '9', '0.05', '0.03', '0.01', '0.00', '0.00', '0.00', '0.00', '0.00'
'2091', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '12286', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '3', '3', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '103', '103', '0.48', '0.05', '0.48', '0.02', '0.00', '0.00', '0.00', '0.00'
'2092', '0', 'transmission_control', 'web', 'Conexion_establecida', '985', '315', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '11', '11', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '42', '255', '1.00', '0.00', '0.02', '0.05', '0.00', '0.00', '0.00', '0.00'
'2093', '0', 'transmission_control', 'web', 'Conexion_establecida', '2728', '243', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '7', '7', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '20', '155', '1.00', '0.00', '0.05', '0.04', '0.00', '0.00', '0.00', '0.00'
'2094', '0', 'transmission_control', 'web', 'Conexion_establecida', '334', '257', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '21', '25', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.08', '255', '255', '1.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00', '0.00'
'2095', '0', 'transmission_control', 'web', 'Conexion_establecida', '9778', '292', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '10', '10', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '10', '255', '1.00', '0.00', '0.10', '0.07', '0.00', '0.00', '0.00', '0.00'
'2096', '0', 'transmission_control', 'web', 'Conexion_establecida', '497', '246', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '53', '255', '1.00', '0.00', '0.02', '0.01', '0.00', '0.00', '0.00', '0.00'
'2097', '0', 'transmission_control', 'file_transfer_data', 'Conexion_establecida', '0', '1874', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '18', '18', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '170', '96', '0.44', '0.02', '0.44', '0.02', '0.00', '0.00', '0.00', '0.00'
'2098', '0', 'transmission_control', 'web', 'Conexion_establecida', '2572', '218', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '5', '255', '1.00', '0.00', '0.20', '0.04', '0.00', '0.00', '0.00', '0.00'
'2099', '0', 'transmission_control', 'web', 'Conexion_establecida', '28198', '209', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '26', '255', '1.00', '0.00', '0.04', '0.06', '0.00', '0.00', '0.00', '0.00'
'2100', '0', 'transmission_control', 'web', 'Conexion_establecida', '21953', '293', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '5', '5', '0.00', '0.00', '0.00', '0.00', '1.00', '0.00', '0.00', '6', '255', '1.00', '0.00', '0.17', '0.01', '0.00', '0.00', '0.00', '0.00'
